sample_id,true_class,condition,classification,reference_id,justification,input_tokens,output_tokens,raw_response,citation_grade,correct,source_file,row_start,row_end,image_path,copied_image_path,pcap_slice_path
Benign_Final_0000,Benign_Final,naive,Benign_Final,,"The traffic shows highly variable packet rates with mostly low baseline values and only sporadic spikes, consistent with normal, bursty IoT application behavior rather than a sustained flood. The TCP flag mix shows a mostly ACK-dominant pattern with PSH flags fluctuating (typical of established sessions exchanging data) rather than the SYN-flood or single-flag saturation patterns seen in DDoS attacks. The protocol mix is diverse (TCP/UDP/HTTP/HTTPS/DNS/ICMP) and packet sizes vary widely with no fixed small-packet pattern, indicating legitimate, heterogeneous application traffic rather than the fixed-length flood packets characteristic of Mirai-udpplain or DDoS-SynonymousIP_Flood/TCP_Flood attacks.",1367,320,"CLASSIFICATION: Benign_Final
REFERENCE_ID: N/A
JUSTIFICATION: The traffic shows highly variable packet rates with mostly low baseline values and only sporadic spikes, consistent with normal, bursty IoT application behavior rather than a sustained flood. The TCP flag mix shows a mostly ACK-dominant pattern with PSH flags fluctuating (typical of established sessions exchanging data) rather than the SYN-flood or single-flag saturation patterns seen in DDoS attacks. The protocol mix is diverse (TCP/UDP/HTTP/HTTPS/DNS/ICMP) and packet sizes vary widely with no fixed small-packet pattern, indicating legitimate, heterogeneous application traffic rather than the fixed-length flood packets characteristic of Mirai-udpplain or DDoS-SynonymousIP_Flood/TCP_Flood attacks.",n/a-benign,True,data/CSV/Benign_Final/BenignTraffic.pcap.csv,81599.0,81629.0,results/viz/Benign_Final/Benign_Final_0000.png,results/naive/images/Benign_Final_0000.png,results/naive/pcap_slices/Benign_Final_0000.csv
Benign_Final_0001,Benign_Final,naive,Benign_Final,,"The traffic shows variable, non-flooding packet rates (20-200 pkt/s) with fluctuating values rather than sustained high volume typical of attacks. The protocol mix shows a healthy diverse blend of TCP, UDP, HTTP, HTTPS, ICMP, and DNS traffic with varying TCP flags (fin, syn, ack, psh) consistent with normal application behavior, and packet sizes remain mostly stable aside from one transient spike, indicating legitimate mixed-use network activity rather than a coordinated attack pattern.",1367,227,"CLASSIFICATION: Benign_Final
REFERENCE_ID: N/A
JUSTIFICATION: The traffic shows variable, non-flooding packet rates (20-200 pkt/s) with fluctuating values rather than sustained high volume typical of attacks. The protocol mix shows a healthy diverse blend of TCP, UDP, HTTP, HTTPS, ICMP, and DNS traffic with varying TCP flags (fin, syn, ack, psh) consistent with normal application behavior, and packet sizes remain mostly stable aside from one transient spike, indicating legitimate mixed-use network activity rather than a coordinated attack pattern.",n/a-benign,True,data/CSV/Benign_Final/BenignTraffic1.pcap.csv,16412.0,16442.0,results/viz/Benign_Final/Benign_Final_0001.png,results/naive/images/Benign_Final_0001.png,results/naive/pcap_slices/Benign_Final_0001.csv
Benign_Final_0002,Benign_Final,naive,Benign_Final,,"The traffic shows low, variable packet rates (mostly under 250 pkt/s with a late benign spike), a mixed TCP flag profile dominated by ACK/PSH typical of normal session traffic, a diverse protocol mix (TCP, UDP, HTTP, HTTPS, DNS, ICMP) rather than a single dominant protocol, and fluctuating packet sizes/std consistent with varied application traffic rather than a flood. These characteristics match normal, heterogeneous IoT network behavior rather than a volumetric or protocol-specific attack pattern.",1367,233,"CLASSIFICATION: Benign_Final
REFERENCE_ID: N/A
JUSTIFICATION: The traffic shows low, variable packet rates (mostly under 250 pkt/s with a late benign spike), a mixed TCP flag profile dominated by ACK/PSH typical of normal session traffic, a diverse protocol mix (TCP, UDP, HTTP, HTTPS, DNS, ICMP) rather than a single dominant protocol, and fluctuating packet sizes/std consistent with varied application traffic rather than a flood. These characteristics match normal, heterogeneous IoT network behavior rather than a volumetric or protocol-specific attack pattern.",n/a-benign,True,data/CSV/Benign_Final/BenignTraffic2.pcap.csv,93166.0,93196.0,results/viz/Benign_Final/Benign_Final_0002.png,results/naive/images/Benign_Final_0002.png,results/naive/pcap_slices/Benign_Final_0002.csv
Benign_Final_0003,Benign_Final,naive,Benign_Final,,"The traffic shows variable, moderate packet rates without sustained flooding, a diverse and mixed protocol composition (TCP/UDP/HTTP/HTTPS/DNS) rather than a single dominant protocol, and TCP flags dominated by ACK/PSH consistent with normal session behavior rather than SYN or RST floods. Packet size variability and irregular bursts also align with typical benign IoT application traffic rather than a scripted attack pattern.",1367,195,"CLASSIFICATION: Benign_Final
REFERENCE_ID: N/A
JUSTIFICATION: The traffic shows variable, moderate packet rates without sustained flooding, a diverse and mixed protocol composition (TCP/UDP/HTTP/HTTPS/DNS) rather than a single dominant protocol, and TCP flags dominated by ACK/PSH consistent with normal session behavior rather than SYN or RST floods. Packet size variability and irregular bursts also align with typical benign IoT application traffic rather than a scripted attack pattern.",n/a-benign,True,data/CSV/Benign_Final/BenignTraffic3.pcap.csv,37002.0,37032.0,results/viz/Benign_Final/Benign_Final_0003.png,results/naive/images/Benign_Final_0003.png,results/naive/pcap_slices/Benign_Final_0003.csv
Benign_Final_0004,Benign_Final,naive,Benign_Final,,"The traffic shows a brief initial spike followed by a rapid decay to low, variable packet rates (<200 pkt/s), consistent with a normal session burst rather than sustained flooding. TCP flags show diverse, mixed fin/syn/psh/ack ratios (not fixed patterns typical of attack tools), and the protocol mix includes a healthy blend of TCP, UDP, HTTP/HTTPS, and DNS traffic. Packet size and std also vary naturally with large transfers early on, matching normal application behavior rather than uniform flood packets.",1367,229,"CLASSIFICATION: Benign_Final
REFERENCE_ID: N/A
JUSTIFICATION: The traffic shows a brief initial spike followed by a rapid decay to low, variable packet rates (<200 pkt/s), consistent with a normal session burst rather than sustained flooding. TCP flags show diverse, mixed fin/syn/psh/ack ratios (not fixed patterns typical of attack tools), and the protocol mix includes a healthy blend of TCP, UDP, HTTP/HTTPS, and DNS traffic. Packet size and std also vary naturally with large transfers early on, matching normal application behavior rather than uniform flood packets.",n/a-benign,True,,,,,,
DDoS-SynonymousIP_Flood_0000,DDoS-SynonymousIP_Flood,naive,DDoS-SynonymousIP_Flood,CAPEC-488,"Traffic shows highly volatile packet rates (5k-55k pkt/s) with near-100% SYN flag fraction, minimal ACK/FIN/RST presence, and pure TCP protocol mix with small uniform packet sizes (~60 bytes). This pattern is consistent with a SYN-based flood using spoofed/synonymous IP addresses to exhaust connection resources, matching CAPEC-488 (HTTP/TCP Flood via spoofed source addresses).",1367,217,"CLASSIFICATION: DDoS-SynonymousIP_Flood
REFERENCE_ID: CAPEC-488
JUSTIFICATION: Traffic shows highly volatile packet rates (5k-55k pkt/s) with near-100% SYN flag fraction, minimal ACK/FIN/RST presence, and pure TCP protocol mix with small uniform packet sizes (~60 bytes). This pattern is consistent with a SYN-based flood using spoofed/synonymous IP addresses to exhaust connection resources, matching CAPEC-488 (HTTP/TCP Flood via spoofed source addresses).",real-but-wrong-family,True,data/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood.pcap.csv,66481.0,66511.0,results/viz/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0000.png,results/naive/images/DDoS-SynonymousIP_Flood_0000.png,results/naive/pcap_slices/DDoS-SynonymousIP_Flood_0000.csv
DDoS-SynonymousIP_Flood_0001,DDoS-SynonymousIP_Flood,naive,DDoS-SynonymousIP_Flood,CAPEC-125,"The traffic shows highly volatile packet rates (10k-60k pkt/s), near-100% SYN flag dominance with almost no other TCP flags, and an essentially pure TCP protocol mix with uniform small packet sizes. This matches a SYN-based flood pattern using spoofed/synonymous source IPs to exhaust connection resources, consistent with CAPEC-125 (Flooding attacks).",1367,192,"CLASSIFICATION: DDoS-SynonymousIP_Flood
REFERENCE_ID: CAPEC-125
JUSTIFICATION: The traffic shows highly volatile packet rates (10k-60k pkt/s), near-100% SYN flag dominance with almost no other TCP flags, and an essentially pure TCP protocol mix with uniform small packet sizes. This matches a SYN-based flood pattern using spoofed/synonymous source IPs to exhaust connection resources, consistent with CAPEC-125 (Flooding attacks).",real-but-generic,True,data/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood1.pcap.csv,266477.0,266507.0,results/viz/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0001.png,results/naive/images/DDoS-SynonymousIP_Flood_0001.png,results/naive/pcap_slices/DDoS-SynonymousIP_Flood_0001.csv
DDoS-SynonymousIP_Flood_0002,DDoS-SynonymousIP_Flood,naive,DDoS-SynonymousIP_Flood,CAPEC-488,"Traffic is almost entirely TCP with SYN flag fraction near 1.0 throughout, and packet rate spikes sharply and irregularly (up to 100k+ pkt/s) while average packet size stays constant near ~60 bytes, consistent with spoofed-source SYN floods characteristic of SynonymousIP flooding. The minimal presence of other flags (ACK, PSH, RST) and lack of protocol diversity further supports a volumetric SYN-based flood rather than a legitimate handshake pattern.",1367,230,"CLASSIFICATION: DDoS-SynonymousIP_Flood
REFERENCE_ID: CAPEC-488
JUSTIFICATION: Traffic is almost entirely TCP with SYN flag fraction near 1.0 throughout, and packet rate spikes sharply and irregularly (up to 100k+ pkt/s) while average packet size stays constant near ~60 bytes, consistent with spoofed-source SYN floods characteristic of SynonymousIP flooding. The minimal presence of other flags (ACK, PSH, RST) and lack of protocol diversity further supports a volumetric SYN-based flood rather than a legitimate handshake pattern.",real-but-wrong-family,True,data/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood10.pcap.csv,3127.0,3157.0,results/viz/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0002.png,results/naive/images/DDoS-SynonymousIP_Flood_0002.png,results/naive/pcap_slices/DDoS-SynonymousIP_Flood_0002.csv
DDoS-SynonymousIP_Flood_0003,DDoS-SynonymousIP_Flood,naive,DDoS-SynonymousIP_Flood,CAPEC-486,"The traffic shows highly variable, bursty packet rates (spikes up to 90k pkt/s) composed almost entirely of TCP packets with PSH flag dominance and near-constant small packet sizes (~60 bytes), consistent with a spoofed-source flood pattern. This matches the SynonymousIP_Flood pattern in CIC-IoT-2023, where source IPs are randomized/synonymous to evade filtering, aligning with CAPEC-486 (UDP/TCP Flooding via spoofed or synonymous IP sources).",1367,238,"CLASSIFICATION: DDoS-SynonymousIP_Flood
REFERENCE_ID: CAPEC-486
JUSTIFICATION: The traffic shows highly variable, bursty packet rates (spikes up to 90k pkt/s) composed almost entirely of TCP packets with PSH flag dominance and near-constant small packet sizes (~60 bytes), consistent with a spoofed-source flood pattern. This matches the SynonymousIP_Flood pattern in CIC-IoT-2023, where source IPs are randomized/synonymous to evade filtering, aligning with CAPEC-486 (UDP/TCP Flooding via spoofed or synonymous IP sources).",real-but-wrong-family,True,data/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood11.pcap.csv,26083.0,26113.0,results/viz/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0003.png,results/naive/images/DDoS-SynonymousIP_Flood_0003.png,results/naive/pcap_slices/DDoS-SynonymousIP_Flood_0003.csv
DDoS-SynonymousIP_Flood_0004,DDoS-SynonymousIP_Flood,naive,DDoS-SynonymousIP_Flood,CAPEC-486,"The traffic shows highly variable packet rates (10k-68k pkt/s) with nearly pure TCP protocol mix dominated by SYN flags (~1.0 fraction) and negligible ACK/FIN/RST, consistent with spoofed-source SYN flood behavior characteristic of SynonymousIP flooding. Packet size remains flat (~60 bytes) with almost no variance except a brief spike, indicating uniform small crafted packets typical of this attack rather than organic application traffic. CAPEC-486 (UDP/TCP flood via spoofed source addresses) aligns with the synonymous/spoofed-IP flood pattern seen here.",1367,276,"CLASSIFICATION: DDoS-SynonymousIP_Flood
REFERENCE_ID: CAPEC-486
JUSTIFICATION: The traffic shows highly variable packet rates (10k-68k pkt/s) with nearly pure TCP protocol mix dominated by SYN flags (~1.0 fraction) and negligible ACK/FIN/RST, consistent with spoofed-source SYN flood behavior characteristic of SynonymousIP flooding. Packet size remains flat (~60 bytes) with almost no variance except a brief spike, indicating uniform small crafted packets typical of this attack rather than organic application traffic. CAPEC-486 (UDP/TCP flood via spoofed source addresses) aligns with the synonymous/spoofed-IP flood pattern seen here.",real-but-wrong-family,True,,,,,,
DictionaryBruteForce_0000,DictionaryBruteForce,naive,DictionaryBruteForce,CAPEC-16,"The traffic shows periodic rate spikes correlating with HTTP/HTTPS-dominant protocol mix and high ACK/PSH flag fractions with minimal SYN activity, consistent with repeated authenticated application-layer connection attempts rather than a volumetric flood. The bursty packet size pattern (large average/std spikes at login attempts) further supports credential-guessing behavior over TCP/HTTP sessions, matching CAPEC-16 (Dictionary-based Password Attack).",1378,216,"CLASSIFICATION: DictionaryBruteForce
REFERENCE_ID: CAPEC-16
JUSTIFICATION: The traffic shows periodic rate spikes correlating with HTTP/HTTPS-dominant protocol mix and high ACK/PSH flag fractions with minimal SYN activity, consistent with repeated authenticated application-layer connection attempts rather than a volumetric flood. The bursty packet size pattern (large average/std spikes at login attempts) further supports credential-guessing behavior over TCP/HTTP sessions, matching CAPEC-16 (Dictionary-based Password Attack).",UNVERIFIED,True,data/CSV/DictionaryBruteForce/DictionaryBruteForce.pcap.csv,8338.0,8368.0,results/viz/DictionaryBruteForce/DictionaryBruteForce_0000.png,results/naive/images/DictionaryBruteForce_0000.png,results/naive/pcap_slices/DictionaryBruteForce_0000.csv
DictionaryBruteForce_0001,DictionaryBruteForce,naive,DictionaryBruteForce,CAPEC-49,"The traffic shows a dominant HTTPS/TCP protocol mix with high ACK/PSH flag fractions consistent with repeated authenticated login attempts over encrypted sessions rather than flood-style SYN/RST patterns. Packet rate is modest and bursty rather than sustained high-volume, and packet size variability increases mid-stream, suggesting varying-length credential payloads typical of automated dictionary-based login attempts (CAPEC-49: Password Brute Forcing).",1378,213,"CLASSIFICATION: DictionaryBruteForce
REFERENCE_ID: CAPEC-49
JUSTIFICATION: The traffic shows a dominant HTTPS/TCP protocol mix with high ACK/PSH flag fractions consistent with repeated authenticated login attempts over encrypted sessions rather than flood-style SYN/RST patterns. Packet rate is modest and bursty rather than sustained high-volume, and packet size variability increases mid-stream, suggesting varying-length credential payloads typical of automated dictionary-based login attempts (CAPEC-49: Password Brute Forcing).",real-and-correct,True,data/CSV/DictionaryBruteForce/DictionaryBruteForce.pcap.csv,9226.0,9256.0,results/viz/DictionaryBruteForce/DictionaryBruteForce_0001.png,results/naive/images/DictionaryBruteForce_0001.png,results/naive/pcap_slices/DictionaryBruteForce_0001.csv
DictionaryBruteForce_0002,DictionaryBruteForce,naive,DictionaryBruteForce,CAPEC-16,"The traffic shows low, steady packet rates (mostly under 300 pkt/s) with a dominant HTTP/HTTPS protocol mix and high ACK/PSH flag fractions typical of repeated authenticated request-response cycles rather than flooding. The consistent small-to-moderate packet sizes and periodic bursts align with automated credential-guessing attempts against a login service, characteristic of dictionary brute-force attacks (CAPEC-16).",1378,202,"CLASSIFICATION: DictionaryBruteForce
REFERENCE_ID: CAPEC-16
JUSTIFICATION: The traffic shows low, steady packet rates (mostly under 300 pkt/s) with a dominant HTTP/HTTPS protocol mix and high ACK/PSH flag fractions typical of repeated authenticated request-response cycles rather than flooding. The consistent small-to-moderate packet sizes and periodic bursts align with automated credential-guessing attempts against a login service, characteristic of dictionary brute-force attacks (CAPEC-16).",UNVERIFIED,True,data/CSV/DictionaryBruteForce/DictionaryBruteForce.pcap.csv,11040.0,11070.0,results/viz/DictionaryBruteForce/DictionaryBruteForce_0002.png,results/naive/images/DictionaryBruteForce_0002.png,results/naive/pcap_slices/DictionaryBruteForce_0002.csv
